id,updated,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change,latitude,longitude,iso2,iso3,country_region,admin_region_1,iso_subdivision,admin_region_2,load_time
139262461,2021-06-03,172293942,509804,3693798,10370,,,,,,,Worldwide,,,,2023-06-17 00:05:40
139493808,2021-06-04,172851292,557350,3704724,10926,,,,,,,Worldwide,,,,2023-06-17 00:05:40
139717216,2021-06-05,173101490,250198,3718190,13466,,,,,,,Worldwide,,,,2023-06-17 00:05:40
139938126,2021-06-06,173427800,326310,3724017,5827,,,,,,,Worldwide,,,,2023-06-17 00:05:40
140133613,2021-06-07,173709075,281275,3731634,7617,,,,,,,Worldwide,,,,2023-06-17 00:05:40
140379995,2021-06-08,174138129,429054,3739443,7809,,,,,,,Worldwide,,,,2023-06-17 00:05:40
140580142,2021-06-09,174509849,371720,3750463,11020,,,,,,,Worldwide,,,,2023-06-17 00:05:40
140798583,2021-06-10,174949567,439718,3759536,9073,,,,,,,Worldwide,,,,2023-06-17 00:05:40
141025641,2021-06-11,175363380,413813,3775261,15725,,,,,,,Worldwide,,,,2023-06-17 00:05:40
141232592,2021-06-12,175668875,305495,3786968,11707,,,,,,,Worldwide,,,,2023-06-17 00:05:40
141453976,2021-06-13,176037471,368596,3795554,8586,,,,,,,Worldwide,,,,2023-06-17 00:05:40
141692372,2021-06-14,176412684,375213,3805611,10057,,,,,,,Worldwide,,,,2023-06-17 00:05:40
141911476,2021-06-15,176773897,361213,3815164,9553,,,,,,,Worldwide,,,,2023-06-17 00:05:40
142124572,2021-06-16,177120609,346712,3825114,9950,,,,,,,Worldwide,,,,2023-06-17 00:05:40
142341345,2021-06-17,177588390,467781,3834951,9837,,,,,,,Worldwide,,,,2023-06-17 00:05:40
142553317,2021-06-18,177967293,378903,3845051,10100,,,,,,,Worldwide,,,,2023-06-17 00:05:40
142757624,2021-06-19,178333628,366335,3853964,8913,,,,,,,Worldwide,,,,2023-06-17 00:05:40
142950097,2021-06-20,178629126,295498,3862271,8307,,,,,,,Worldwide,,,,2023-06-17 00:05:40
143133250,2021-06-21,178840744,211618,3868643,6372,,,,,,,Worldwide,,,,2023-06-17 00:05:40
143325244,2021-06-22,179330862,490118,3874630,5987,,,,,,,Worldwide,,,,2023-06-17 00:05:40
143547658,2021-06-23,179723542,392680,3885531,10901,,,,,,,Worldwide,,,,2023-06-17 00:05:40
143746830,2021-06-24,180156623,433081,3894122,8591,,,,,,,Worldwide,,,,2023-06-17 00:05:40
143972473,2021-06-25,180532370,375747,3903389,9267,,,,,,,Worldwide,,,,2023-06-17 00:05:40
144190612,2021-06-26,180948026,415656,3911692,8303,,,,,,,Worldwide,,,,2023-06-17 00:05:40
144415089,2021-06-27,181230014,281988,3919969,8277,,,,,,,Worldwide,,,,2023-06-17 00:05:40
144642487,2021-06-28,181601477,371463,3925445,5476,,,,,,,Worldwide,,,,2023-06-17 00:05:40
144876295,2021-06-29,182009062,407585,3932925,7480,,,,,,,Worldwide,,,,2023-06-17 00:05:40
145100471,2021-06-30,182420108,411046,3941475,8550,,,,,,,Worldwide,,,,2023-06-17 00:05:40
145324423,2021-07-01,182867501,447393,3950309,8834,,,,,,,Worldwide,,,,2023-06-17 00:05:40
145568315,2021-07-02,183271983,404482,3959094,8785,,,,,,,Worldwide,,,,2023-06-17 00:05:40
145753475,2021-07-03,183647224,375241,3966551,7457,,,,,,,Worldwide,,,,2023-06-17 00:05:40
145955664,2021-07-04,184004202,356978,3973845,7294,,,,,,,Worldwide,,,,2023-06-17 00:05:40
146125528,2021-07-05,184394772,390570,3980139,6294,,,,,,,Worldwide,,,,2023-06-17 00:05:40
146306473,2021-07-06,184856788,462016,3988239,8100,,,,,,,Worldwide,,,,2023-06-17 00:05:40
146501332,2021-07-07,185078882,222094,3996940,8701,,,,,,,Worldwide,,,,2023-06-17 00:05:40
146723650,2021-07-08,185663348,584466,4001791,4851,,,,,,,Worldwide,,,,2023-06-17 00:05:40
146930968,2021-07-09,186082418,419070,4012659,10868,,,,,,,Worldwide,,,,2023-06-17 00:05:40
147182481,2021-07-10,186607396,524978,4019368,6709,,,,,,,Worldwide,,,,2023-06-17 00:05:40
147421260,2021-07-11,186762453,155057,4027601,8233,,,,,,,Worldwide,,,,2023-06-17 00:05:40
147513121,2021-07-12,187446896,684443,4030918,3317,,,,,,,Worldwide,,,,2023-06-17 00:05:40
147771813,2021-07-14,188477293,345941,4053615,11349,,,,,,,Worldwide,,,,2023-06-17 00:05:40
148043423,2021-07-15,189239053,761760,4060292,6677,,,,,,,Worldwide,,,,2023-06-17 00:05:40
148284484,2021-07-16,189780227,541174,4070341,10049,,,,,,,Worldwide,,,,2023-06-17 00:05:40
148541860,2021-07-17,190280826,500599,4078856,8515,,,,,,,Worldwide,,,,2023-06-17 00:05:40
148796757,2021-07-18,190526225,245399,4086246,7390,,,,,,,Worldwide,,,,2023-06-17 00:05:40
149050126,2021-07-19,191216295,690070,4091672,5426,,,,,,,Worldwide,,,,2023-06-17 00:05:40
149304056,2021-07-20,191626825,410530,4101590,9918,,,,,,,Worldwide,,,,2023-06-17 00:05:40
149548699,2021-07-21,192054106,427281,4122004,20414,,,,,,,Worldwide,,,,2023-06-17 00:05:40
149803178,2021-07-22,192939490,885384,4128058,6054,,,,,,,Worldwide,,,,2023-06-17 00:05:40
150057349,2021-07-23,193165622,226132,4140700,12642,,,,,,,Worldwide,,,,2023-06-17 00:05:40
150303263,2021-07-24,193979302,813680,4143105,2405,,,,,,,Worldwide,,,,2023-06-17 00:05:40
150547569,2021-07-25,194354288,374986,4156401,13296,,,,,,,Worldwide,,,,2023-06-17 00:05:40
150747838,2021-07-26,194995684,641396,4163220,6819,,,,,,,Worldwide,,,,2023-06-17 00:05:40
150919374,2021-07-27,195498370,502686,4172822,9602,,,,,,,Worldwide,,,,2023-06-17 00:05:40
151110332,2021-07-28,196040884,542514,4180770,7948,,,,,,,Worldwide,,,,2023-06-17 00:05:40
151300289,2021-07-29,196995824,954940,4188536,7766,,,,,,,Worldwide,,,,2023-06-17 00:05:40
151488450,2021-07-30,197667583,671759,4203926,15390,,,,,,,Worldwide,,,,2023-06-17 00:05:40
151676522,2021-07-31,198182570,514987,4214100,10174,,,,,,,Worldwide,,,,2023-06-17 00:05:40
151854672,2021-08-01,198614523,431953,4222338,8238,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152035079,2021-08-02,199299103,684580,4229142,6804,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152222815,2021-08-03,200046509,747406,4241509,12367,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152398730,2021-08-04,200670720,624211,4253059,11550,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152574572,2021-08-05,201430552,759832,4263828,10769,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152742661,2021-08-06,202002134,571582,4274316,10488,,,,,,,Worldwide,,,,2023-06-17 00:05:40
152918429,2021-08-07,202598167,596033,4283150,8834,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153095214,2021-08-08,203205809,607642,4292160,9010,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153272223,2021-08-09,203802993,597184,4300070,7910,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153450710,2021-08-10,204575521,772528,4310553,10483,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153621458,2021-08-11,205221336,645815,4322282,11729,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153794671,2021-08-12,205959886,738550,4331098,8816,,,,,,,Worldwide,,,,2023-06-17 00:05:40
153966717,2021-08-13,206592828,632942,4342769,11671,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154138629,2021-08-14,207070412,477584,4351359,8590,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154307175,2021-08-15,207604434,534022,4360139,8780,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154471134,2021-08-16,208213736,609302,4367603,7464,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154630939,2021-08-17,209076320,862584,4377248,9645,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154797349,2021-08-18,209759451,683131,4389211,11963,,,,,,,Worldwide,,,,2023-06-17 00:05:40
154960566,2021-08-19,210325635,566184,4398843,9632,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155133535,2021-08-20,211232169,906534,4408713,9870,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155308124,2021-08-21,211721161,488992,4420984,12271,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155472320,2021-08-22,212328733,607572,4429457,8473,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155633695,2021-08-23,212610603,281870,4438511,9054,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155797953,2021-08-24,213461327,850724,4442545,4034,,,,,,,Worldwide,,,,2023-06-17 00:05:40
155970856,2021-08-25,214371702,910375,4457027,14482,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156129491,2021-08-26,215047649,675947,4470302,13275,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156284194,2021-08-27,215744845,697196,4480486,10184,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156445293,2021-08-28,216328547,583702,4490915,10429,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156592842,2021-08-29,216664634,336087,4499936,9021,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156739865,2021-08-30,217359371,694737,4505400,5464,,,,,,,Worldwide,,,,2023-06-17 00:05:40
156906802,2021-08-31,218103709,744338,4514209,8809,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157076323,2021-09-01,218852313,748604,4526811,12602,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157236154,2021-09-02,219456675,604362,4548553,21742,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157385400,2021-09-03,220165153,708478,4553707,5154,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157552358,2021-09-04,220360991,195838,4558862,5155,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157719421,2021-09-05,221005559,644568,4562885,4023,,,,,,,Worldwide,,,,2023-06-17 00:05:40
157885012,2021-09-06,221655468,649909,4573243,10358,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158037621,2021-09-07,222447968,792500,4582407,9164,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158207758,2021-09-08,222939979,492011,4594354,11947,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158372170,2021-09-09,223514206,574227,4601835,7481,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158534330,2021-09-10,223851538,337332,4611170,9335,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158694010,2021-09-11,224322544,471006,4616874,5704,,,,,,,Worldwide,,,,2023-06-17 00:05:40
158853641,2021-09-12,224921316,598772,4625974,9100,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159023847,2021-09-13,225520088,598772,4625974,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159185902,2021-09-14,225854459,334371,4643736,17762,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159334861,2021-09-15,226643823,789364,4649965,6229,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159514873,2021-09-16,227410670,766847,4662980,13015,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159673319,2021-09-17,227860623,449953,4676132,13152,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159822109,2021-09-18,228397253,536630,4682527,6395,,,,,,,Worldwide,,,,2023-06-17 00:05:40
159970473,2021-09-19,228688628,291375,4689629,7102,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160122068,2021-09-20,229241384,552756,4694578,4949,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160279948,2021-09-21,229628819,387435,4703434,8856,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160436278,2021-09-22,230351063,722244,4710758,7324,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160570061,2021-09-23,230821219,470156,4723172,12414,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160706654,2021-09-24,231240590,419371,4732156,8984,,,,,,,Worldwide,,,,2023-06-17 00:05:40
160861465,2021-09-25,231696727,456137,4739805,7649,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161016083,2021-09-26,232066390,369663,4746184,6379,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161170678,2021-09-27,232426039,359649,4751480,5296,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161330448,2021-09-28,232865405,439366,4758486,7006,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161487137,2021-09-29,233479934,614529,4767341,8855,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161643960,2021-09-30,233908734,428800,4777581,10240,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161779086,2021-10-01,234339711,430977,4786203,8622,,,,,,,Worldwide,,,,2023-06-17 00:05:40
161895840,2021-10-02,234606800,267089,4793164,6961,,,,,,,Worldwide,,,,2023-06-17 00:05:40
162476881,2021-10-06,235825990,417908,4809149,3996,,,,,,,Worldwide,,,,2023-06-17 00:05:40
162572424,2021-10-07,236511950,685960,4816565,7416,,,,,,,Worldwide,,,,2023-06-17 00:05:40
162649902,2021-10-08,236770665,258715,4828340,11775,,,,,,,Worldwide,,,,2023-06-17 00:05:40
162813101,2021-10-09,237249329,478664,4834539,6199,,,,,,,Worldwide,,,,2023-06-17 00:05:40
162956077,2021-10-10,237413744,164415,4842788,8249,,,,,,,Worldwide,,,,2023-06-17 00:05:40
163181634,2021-10-12,238272207,694045,4847462,2337,,,,,,,Worldwide,,,,2023-06-17 00:05:40
163333357,2021-10-13,238940176,667969,4857422,9960,,,,,,,Worldwide,,,,2023-06-17 00:05:40
163773759,2021-10-15,240070992,462853,4882066,12322,,,,,,,Worldwide,,,,2023-06-17 00:05:40
163921927,2021-10-16,240236944,165952,4889737,7671,,,,,,,Worldwide,,,,2023-06-17 00:05:40
164220271,2021-10-18,240680365,277459,4894860,2562,,,,,,,Worldwide,,,,2023-06-17 00:05:40
164272235,2021-10-19,241124448,444083,4898668,3808,,,,,,,Worldwide,,,,2023-06-17 00:05:40
164552757,2021-10-21,242033650,465128,4913106,7219,,,,,,,Worldwide,,,,2023-06-17 00:05:40
164707641,2021-10-22,242498327,464677,4922065,8959,,,,,,,Worldwide,,,,2023-06-17 00:05:40
164884654,2021-10-23,242987401,489074,4929776,7711,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165034630,2021-10-24,243329424,342023,4938251,8475,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165340733,2021-10-26,244074377,402942,4948410,5080,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165491530,2021-10-27,244508567,434190,4954956,6546,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165654160,2021-10-28,245015863,507296,4963841,8885,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165845105,2021-10-29,245518227,502364,4972321,8480,,,,,,,Worldwide,,,,2023-06-17 00:05:40
165986161,2021-10-30,246025709,507482,4981186,8865,,,,,,,Worldwide,,,,2023-06-17 00:05:40
166134216,2021-10-31,246369472,343763,4989532,8346,,,,,,,Worldwide,,,,2023-06-17 00:05:40
166473038,2021-11-02,247140208,426988,5000000,5234,,,,,,,Worldwide,,,,2023-06-17 00:05:40
166648643,2021-11-03,247574342,434134,5006081,6081,,,,,,,Worldwide,,,,2023-06-17 00:05:40
166682335,2021-11-04,248618294,1043952,5013591,7510,,,,,,,Worldwide,,,,2023-06-17 00:05:40
166960483,2021-11-05,248876384,258090,5029535,15944,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167235862,2021-11-07,249541892,407411,5038372,4419,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167254950,2021-11-08,249878373,336481,5044839,6467,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167518440,2021-11-09,250368055,489682,5049273,4434,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167657021,2021-11-10,250847494,479439,5055944,6671,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167804014,2021-11-11,251420477,572983,5064350,8406,,,,,,,Worldwide,,,,2023-06-17 00:05:40
167949635,2021-11-12,252054816,634339,5072444,8094,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168165825,2021-11-15,253870057,546569,5100370,9309,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168309625,2021-11-16,254604256,734199,5107084,6714,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168486944,2021-11-19,256382336,309686,5132202,8373,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168709239,2021-11-21,257168692,476669,5140519,4159,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168813769,2021-11-22,257555773,387081,5146467,5948,,,,,,,Worldwide,,,,2023-06-17 00:05:40
168923560,2021-11-23,258276402,720629,5150868,4401,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169033088,2021-11-24,258865171,588769,5159431,8563,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169283077,2021-11-25,259465151,599980,5167631,8200,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169255342,2021-11-26,260064469,599318,5174661,7030,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169375024,2021-11-27,260658768,594299,5182449,7788,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169483170,2021-11-28,261075046,416278,5189402,6953,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169607465,2021-11-29,261504022,428976,5195138,5736,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169727943,2021-11-30,262181360,677338,5199821,4683,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169833971,2021-12-01,262806448,625088,5207587,7766,,,,,,,Worldwide,,,,2023-06-17 00:05:40
169963394,2021-12-02,263510704,704256,5215558,7971,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170166024,2021-12-03,264211666,700962,5224655,9097,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170185870,2021-12-04,264932878,721212,5234576,9921,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170293754,2021-12-05,265423384,490506,5243348,8772,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170409991,2021-12-06,265863058,439674,5248669,5321,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170514985,2021-12-07,266457039,593981,5255859,7190,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170623297,2021-12-08,267156259,699220,5262849,6990,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170744447,2021-12-09,267829762,673503,5271226,8377,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170852278,2021-12-10,268558266,728504,5279200,7974,,,,,,,Worldwide,,,,2023-06-17 00:05:40
170993527,2021-12-11,269176282,618016,5287902,8702,,,,,,,Worldwide,,,,2023-06-17 00:05:40
171135760,2021-12-12,269456160,279878,5295886,7984,,,,,,,Worldwide,,,,2023-06-17 00:05:40
171384889,2021-12-14,270783891,1047887,5301714,2914,,,,,,,Worldwide,,,,2023-06-17 00:05:40
171491040,2021-12-15,271851680,1067789,5312314,10600,,,,,,,Worldwide,,,,2023-06-17 00:05:40
171813535,2021-12-17,273566656,647238,5336647,12167,,,,,,,Worldwide,,,,2023-06-17 00:05:40
172033490,2021-12-19,274840224,626338,5349699,6526,,,,,,,Worldwide,,,,2023-06-17 00:05:40
172263167,2021-12-21,275854400,387867,5361332,5817,,,,,,,Worldwide,,,,2023-06-17 00:05:40
172501223,2021-12-23,278143747,1901440,5369161,3915,,,,,,,Worldwide,,,,2023-06-17 00:05:40
172604587,2021-12-24,278891403,747656,5386664,17503,,,,,,,Worldwide,,,,2023-06-17 00:05:40
172704187,2021-12-25,279951377,1059974,5392790,6126,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173037125,2021-12-26,280676032,724655,5400292,7502,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173072395,2021-12-28,282800017,1399371,5406818,3263,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173177381,2021-12-29,284670048,1870031,5414213,7395,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173400436,2021-12-31,287367968,827923,5429544,7666,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173616564,2022-01-02,290146835,1950929,5436581,3519,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173850237,2022-01-03,291343123,1196288,5443578,6997,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173869872,2022-01-04,292539411,1196288,5443578,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
173952948,2022-01-05,295218167,2678756,5449423,5845,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174054431,2022-01-06,297763274,2545107,5457474,8051,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174178185,2022-01-07,300290277,2527003,5465315,7841,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174290573,2022-01-08,303169398,2879121,5472566,7251,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174384284,2022-01-09,306803104,3633706,5479804,7238,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174684768,2022-01-11,313498180,3061368,5495088,7642,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174828097,2022-01-12,317166137,3667957,5504387,9299,,,,,,,Worldwide,,,,2023-06-17 00:05:40
174945728,2022-01-13,318602272,1436135,5513550,9163,,,,,,,Worldwide,,,,2023-06-17 00:05:40
175214721,2022-01-15,321775904,1737518,5520712,3581,,,,,,,Worldwide,,,,2023-06-17 00:05:40
175559610,2022-01-17,328072957,4559587,5529510,4399,,,,,,,Worldwide,,,,2023-06-17 00:05:40
175571193,2022-01-18,330746893,2673936,5539569,10059,,,,,,,Worldwide,,,,2023-06-17 00:05:40
175703264,2022-01-19,334101607,3354714,5545576,6007,,,,,,,Worldwide,,,,2023-06-17 00:05:40
175850100,2022-01-20,342503171,8401564,5554786,9210,,,,,,,Worldwide,,,,2023-06-17 00:05:40
176062122,2022-01-21,344161009,1657838,5574201,19415,,,,,,,Worldwide,,,,2023-06-17 00:05:40
176069451,2022-01-22,345818848,1657839,5574201,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
176383810,2022-01-24,352045504,2910952,5591704,8752,,,,,,,Worldwide,,,,2023-06-17 00:05:40
176621617,2022-01-26,358686944,3730507,5604936,6616,,,,,,,Worldwide,,,,2023-06-17 00:05:40
176896250,2022-01-28,366249339,3831923,5626669,10867,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177031377,2022-01-29,370468128,4218789,5637614,10945,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177396954,2022-01-31,376503840,1816933,5664114,13250,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177671393,2022-02-02,381683860,3363092,5673860,4873,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177703973,2022-02-03,388028261,6344401,5688629,14769,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177917887,2022-02-04,389765826,1737565,5712394,23765,,,,,,,Worldwide,,,,2023-06-17 00:05:40
177991859,2022-02-05,391503392,1737566,5712394,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
178342235,2022-02-07,397259234,2280670,5740155,13881,,,,,,,Worldwide,,,,2023-06-17 00:05:40
178500983,2022-02-08,400777183,3517949,5750868,10713,,,,,,,Worldwide,,,,2023-06-17 00:05:40
178640757,2022-02-09,402010720,1233537,5764503,13635,,,,,,,Worldwide,,,,2023-06-17 00:05:40
178901029,2022-02-11,405961201,2716921,5777952,6725,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179044952,2022-02-12,408454469,2493268,5789567,11615,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179180905,2022-02-13,410087912,1633443,5802228,12661,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179306954,2022-02-14,411721356,1633444,5802228,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179400611,2022-02-15,413483457,1762101,5815975,13747,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179531529,2022-02-16,417730572,4247115,5826463,10488,,,,,,,Worldwide,,,,2023-06-17 00:05:40
179730507,2022-02-17,419059260,1328688,5850628,24165,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180012944,2022-02-19,421716638,1328689,5850628,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180144907,2022-02-20,423070601,1353963,5874048,23420,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180282644,2022-02-21,424505632,1435031,5881816,7768,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180561909,2022-02-23,427815880,1875212,5890818,4501,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180709042,2022-02-24,429705664,1889784,5905942,15124,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180844726,2022-02-25,431422036,1716372,5917606,11664,,,,,,,Worldwide,,,,2023-06-17 00:05:40
180992027,2022-02-26,434247399,2825363,5928470,10864,,,,,,,Worldwide,,,,2023-06-17 00:05:40
181135693,2022-02-27,434744512,497113,5944313,15843,,,,,,,Worldwide,,,,2023-06-17 00:05:40
181472626,2022-03-01,436879475,1637809,5948652,2170,,,,,,,Worldwide,,,,2023-06-17 00:05:40
181502395,2022-03-02,438517285,1637810,5948652,0,,,,,,,Worldwide,,,,2023-06-17 00:05:40
181640039,2022-03-03,439343616,826331,5964630,15978,,,,,,,Worldwide,,,,2023-06-17 00:05:40
181959769,2022-03-05,445129499,4959554,5972601,3986,,,,,,,Worldwide,,,,2023-06-17 00:05:40
182154425,2022-03-06,445702176,572677,5995245,22644,,,,,,,Worldwide,,,,2023-06-17 00:05:40
182358494,2022-03-08,448052928,1778085,5999193,1974,,,,,,,Worldwide,,,,2023-06-17 00:05:40
182790290,2022-03-11,453426276,1817160,6022403,7737,,,,,,,Worldwide,,,,2023-06-17 00:05:40
182931980,2022-03-12,456790241,3363965,6029789,7386,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183068755,2022-03-13,457949618,1159377,6040665,10876,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183212571,2022-03-14,458876096,926478,6044192,3527,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183437814,2022-03-16,461650509,1847951,6045865,837,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183574167,2022-03-17,463891646,2241137,6051363,5498,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183718620,2022-03-18,465932052,2040406,6058277,6914,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183852656,2022-03-19,468133052,2201000,6065477,7200,,,,,,,Worldwide,,,,2023-06-17 00:05:40
183994107,2022-03-20,469713452,1580400,6070849,5372,,,,,,,Worldwide,,,,2023-06-17 00:05:40
184137904,2022-03-21,470737068,1023616,6074560,3711,,,,,,,Worldwide,,,,2023-06-17 00:05:40
184270655,2022-03-22,472425792,1688724,6077582,3022,,,,,,,Worldwide,,,,2023-06-17 00:05:40
184542268,2022-03-24,475758392,1643842,6098771,10595,,,,,,,Worldwide,,,,2023-06-17 00:05:40
184688945,2022-03-25,477381504,1623112,6104376,5605,,,,,,,Worldwide,,,,2023-06-17 00:05:40
184965368,2022-03-27,479557152,552521,6118501,7063,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185247677,2022-03-29,482325063,2215413,6121153,1326,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185392797,2022-03-30,485204991,2879928,6127440,6287,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185528957,2022-03-31,488439408,3234417,6133410,5970,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185754706,2022-04-01,489608730,1169322,6143133,9723,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185848662,2022-04-02,490664062,1055332,6148594,5461,,,,,,,Worldwide,,,,2023-06-17 00:05:40
185993055,2022-04-03,491441483,777421,6151255,2661,,,,,,,Worldwide,,,,2023-06-17 00:05:40
186137574,2022-04-04,493673607,2232124,6152898,1643,,,,,,,Worldwide,,,,2023-06-17 00:05:40
